EmployeeID,Age,Gender,Department,EducationField,Education,JobRole,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,OverTime,Attrition,Gender_enc,OverTime_enc,Attrition_enc,Dept_Human Resources,Dept_Research & Development,Dept_Sales,Role_Human Resources,Role_Laboratory Technician,Role_Manager,Role_Manufacturing Director,Role_Research Scientist,Role_Sales Executive,Role_Sales Representative,Age_norm,MonthlyIncome_norm,YearsAtCompany_norm,TotalWorkingYears_norm,DistanceFromHome_norm,NumCompaniesWorked_norm
420,18.0,Female,Sales,Technical Degree,2,Manager,3378.46,1,1.0,2.0,3,1.0,3,2,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.1641292896689306,0.02702702702702703,0.025,0.03571428571428571,0.2857142857142857
421,31.0,Female,Research & Development,Life Sciences,2,Laboratory Technician,5206.9,7,7.0,3.0,1,3.0,3,2,Yes,Yes,1,1,1,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.36905162172460937,0.1891891891891892,0.175,0.07142857142857142,0.2857142857142857
422,23.0,Male,Research & Development,Technical Degree,1,Laboratory Technician,4696.53,0,0.0,3.0,3,3.0,3,2,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.11904761904761904,0.311851926568489,0.0,0.0,0.07142857142857142,0.2857142857142857
423,27.0,Male,Sales,Technical Degree,5,Sales Representative,3604.28,3,4.0,4.0,3,3.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.21428571428571427,0.18943805617196782,0.08108108108108109,0.1,0.10714285714285714,0.14285714285714285
424,35.0,Male,Sales,Marketing,2,Manager,4779.65,6,6.0,1.0,3,3.0,3,2,Yes,No,0,1,0,0,0,1,0,0,1,0,0,0,0,0.40476190476190477,0.3211675968887992,0.16216216216216217,0.15,0.0,0.2857142857142857
425,36.0,Female,Sales,Other,3,Sales Executive,7654.36,37,40.0,16.0,1,2.0,3,2,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.42857142857142855,0.6433505928765157,1.0,1.0,0.5357142857142857,0.2857142857142857
426,23.0,Female,Research & Development,Life Sciences,2,Manufacturing Director,3640.54,0,3.0,2.0,1,3.0,3,3,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.11904761904761904,0.19350189406675183,0.0,0.075,0.03571428571428571,0.42857142857142855
427,52.0,Male,Sales,Human Resources,2,Sales Executive,5525.43,12,22.0,25.0,4,4.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8095238095238095,0.4047508573734114,0.32432432432432434,0.55,0.8571428571428571,0.42857142857142855
428,18.0,Male,Sales,Medical,1,Sales Representative,4104.07,4,4.0,17.0,2,2.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.24545199829646064,0.10810810810810811,0.1,0.5714285714285714,0.42857142857142855
429,37.0,Male,Research & Development,Medical,1,Manager,5715.78,5,8.0,3.0,3,1.0,3,3,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4523809523809524,0.4260843251966915,0.13513513513513514,0.2,0.07142857142857142,0.42857142857142855
430,36.0,Female,Sales,Life Sciences,3,Sales Representative,3566.22,0,6.0,1.0,4,4.0,3,4,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.18517248335686903,0.0,0.15,0.0,0.5714285714285714
431,40.0,Female,Sales,Other,1,Sales Executive,2252.46,0,5.0,8.0,2,4.0,3,3,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5238095238095238,0.037932889516508646,0.0,0.125,0.25,0.42857142857142855
432,38.0,Male,Sales,Technical Degree,3,Sales Representative,4824.33,6,8.0,9.0,1,3.0,3,0,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.47619047619047616,0.32617510591083315,0.16216216216216217,0.2,0.2857142857142857,0.0
433,27.0,Female,Research & Development,Human Resources,5,Manufacturing Director,8536.98,13,13.0,10.0,1,2.0,3,2,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.21428571428571427,0.7422701903032748,0.35135135135135137,0.325,0.32142857142857145,0.2857142857142857
434,25.0,Female,Sales,Other,3,Sales Executive,7221.41,13,20.0,2.0,1,4.0,3,1,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0.5948277407930423,0.35135135135135137,0.5,0.03571428571428571,0.14285714285714285
435,36.0,Male,Sales,Other,2,Sales Executive,6608.52,13,15.0,8.0,3,1.0,3,4,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0.42857142857142855,0.5261381211754421,0.35135135135135137,0.375,0.25,0.5714285714285714
436,23.0,Female,Sales,Life Sciences,1,Sales Executive,3795.71,7,9.0,1.0,2,4.0,3,1,Yes,Yes,1,1,1,0,0,1,0,0,0,0,0,1,0,0.11904761904761904,0.21089256494743683,0.1891891891891892,0.225,0.0,0.14285714285714285
437,32.0,Male,Research & Development,Human Resources,3,Manufacturing Director,6654.34,11,7.0,4.0,2,1.0,3,2,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.5312733956470087,0.2972972972972973,0.175,0.10714285714285714,0.2857142857142857
438,47.0,Female,Sales,Marketing,3,Manager,6113.65,4,5.0,21.0,4,3.0,3,2,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6904761904761905,0.47067558783314273,0.10810810810810811,0.125,0.7142857142857143,0.2857142857142857
439,26.0,Female,Sales,Medical,1,Manager,5057.97,0,8.0,10.0,3,3.0,3,1,No,Yes,1,0,1,0,0,1,0,0,1,0,0,0,0,0.19047619047619047,0.3523602985676821,0.0,0.2,0.32142857142857145,0.14285714285714285
440,27.0,Male,Sales,Technical Degree,2,Manager,6285.68,3,3.0,1.0,3,4.0,3,1,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.21428571428571427,0.4899558424674422,0.08108108108108109,0.075,0.0,0.14285714285714285
441,35.0,Female,Sales,Medical,3,Sales Representative,3393.57,1,1.0,4.0,3,3.0,3,2,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.40476190476190477,0.16582274225001684,0.02702702702702703,0.025,0.10714285714285714,0.2857142857142857
442,41.0,Male,Sales,Other,3,Sales Representative,6658.07,5,5.0,10.0,3,4.0,3,2,No,Yes,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5476190476190477,0.531691435231883,0.13513513513513514,0.125,0.32142857142857145,0.2857142857142857
443,28.0,Female,Sales,Life Sciences,3,Sales Representative,5401.87,4,7.0,17.0,4,4.0,3,4,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.23809523809523808,0.39090287584336403,0.10810810810810811,0.175,0.5714285714285714,0.5714285714285714
444,38.0,Male,Research & Development,Human Resources,2,Manufacturing Director,5559.0,1,6.0,4.0,4,4.0,3,5,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.47619047619047616,0.4085132136372806,0.02702702702702703,0.15,0.10714285714285714,0.7142857142857143
445,37.0,Male,Research & Development,Technical Degree,2,Research Scientist,4716.63,5,15.0,24.0,2,3.0,3,1,Yes,No,0,1,0,0,1,0,0,0,0,0,1,0,0,0.4523809523809524,0.3141046331786699,0.13513513513513514,0.375,0.8214285714285714,0.14285714285714285
446,31.0,Male,Research & Development,Human Resources,4,Manufacturing Director,5964.47,3,6.0,2.0,3,4.0,3,2,No,Yes,0,0,1,0,1,0,0,0,0,1,0,0,0,0.30952380952380953,0.45395624593728284,0.08108108108108109,0.15,0.03571428571428571,0.2857142857142857
447,25.0,Female,Research & Development,Human Resources,1,Laboratory Technician,4779.65,15,15.0,15.0,4,2.0,3,2,Yes,Yes,1,1,1,0,1,0,0,1,0,0,0,0,0,0.16666666666666666,0.3211675968887992,0.40540540540540543,0.375,0.5,0.2857142857142857
448,40.0,Male,Human Resources,Other,1,Manager,3966.57,0,4.0,10.0,1,4.0,3,3,No,Yes,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5238095238095238,0.2300416918835317,0.0,0.1,0.32142857142857145,0.42857142857142855
449,18.0,Male,Research & Development,Human Resources,2,Manufacturing Director,6510.44,12,14.0,8.0,4,4.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.5151458095174052,0.32432432432432434,0.35,0.25,0.14285714285714285
450,36.0,Female,Sales,Marketing,2,Sales Representative,6488.0,12,12.0,7.0,2,2.0,3,2,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.42857142857142855,0.5126308475108152,0.32432432432432434,0.3,0.21428571428571427,0.2857142857142857
451,32.0,Male,Research & Development,Human Resources,3,Research Scientist,3086.87,0,2.0,4.0,3,1.0,4,5,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3333333333333333,0.13144935332750543,0.0,0.05,0.10714285714285714,0.7142857142857143
452,29.0,Male,Sales,Life Sciences,3,Manager,6644.18,3,7.0,10.0,2,1.0,3,4,No,Yes,0,0,1,0,0,1,0,0,1,0,0,0,0,0.2619047619047619,0.5301347140967879,0.08108108108108109,0.175,0.32142857142857145,0.5714285714285714
453,42.0,Female,Sales,Life Sciences,2,Sales Executive,4527.52,7,8.0,1.0,1,3.0,3,1,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.5714285714285714,0.2929101383004954,0.1891891891891892,0.2,0.0,0.14285714285714285
454,31.0,Male,Sales,Technical Degree,3,Sales Executive,4476.39,1,1.0,3.0,4,1.0,3,7,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.30952380952380953,0.2871797458140004,0.02702702702702703,0.025,0.07142857142857142,1.0
455,36.0,Female,Sales,Marketing,2,Manager,4420.72,0,0.0,2.0,1,3.0,3,3,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.2809405330284895,0.0,0.0,0.03571428571428571,0.42857142857142855
456,51.0,Female,Research & Development,Marketing,4,Research Scientist,3834.82,6,15.0,1.0,3,1.0,3,4,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.7857142857142857,0.2152758164660525,0.16216216216216217,0.375,0.0,0.5714285714285714
457,38.0,Male,Sales,Technical Degree,3,Sales Executive,4102.03,7,7.0,2.0,2,4.0,3,3,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.47619047619047616,0.24522336538677064,0.1891891891891892,0.175,0.03571428571428571,0.42857142857142855
458,56.0,Male,Research & Development,Medical,1,Manufacturing Director,5626.55,10,11.0,4.0,1,1.0,3,4,Yes,Yes,0,1,1,0,1,0,0,0,0,1,0,0,0,0.9047619047619048,0.41608387689686865,0.2702702702702703,0.275,0.10714285714285714,0.5714285714285714
459,31.0,Male,Research & Development,Medical,3,Laboratory Technician,4685.62,7,9.0,1.0,3,1.0,4,1,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,0.30952380952380953,0.3106291888014704,0.1891891891891892,0.225,0.0,0.14285714285714285
460,35.0,Female,Research & Development,Marketing,1,Research Scientist,3106.7,4,7.0,5.0,1,4.0,3,2,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.40476190476190477,0.1336717996996391,0.10810810810810811,0.175,0.14285714285714285,0.2857142857142857
461,32.0,Female,Sales,Medical,2,Sales Representative,5283.01,10,11.0,9.0,3,3.0,3,3,Yes,No,1,1,0,0,0,1,0,0,0,0,0,0,1,0.3333333333333333,0.3775816466052496,0.2702702702702703,0.275,0.2857142857142857,0.42857142857142855
462,30.0,Female,Human Resources,Technical Degree,2,Human Resources,2983.88,4,4.0,2.0,4,3.0,3,4,No,No,1,0,0,1,0,0,1,0,0,0,0,0,0,0.2857142857142857,0.11990675363683231,0.10810810810810811,0.1,0.03571428571428571,0.5714285714285714
463,25.0,Male,Human Resources,Medical,3,Manager,7149.18,6,6.0,7.0,2,2.0,3,1,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.16666666666666666,0.5867325667406361,0.16216216216216217,0.15,0.21428571428571427,0.14285714285714285
464,32.0,Female,Research & Development,Marketing,2,Manufacturing Director,6138.1,10,10.0,2.0,4,3.0,3,3,No,No,1,0,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.47341582050075093,0.2702702702702703,0.25,0.03571428571428571,0.42857142857142855
465,31.0,Female,Research & Development,Marketing,2,Manufacturing Director,4401.51,4,8.0,1.0,3,3.0,3,1,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.30952380952380953,0.2787875731289086,0.10810810810810811,0.2,0.0,0.14285714285714285
466,42.0,Male,Sales,Medical,3,Manager,4779.65,4,9.0,5.0,3,3.0,3,2,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5714285714285714,0.3211675968887992,0.10810810810810811,0.225,0.14285714285714285,0.2857142857142857
467,19.0,Female,Research & Development,Other,2,Laboratory Technician,2971.88,1,1.0,29.0,3,3.0,3,0,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.023809523809523808,0.11856185416806761,0.02702702702702703,0.025,1.0,0.0
468,26.0,Female,Research & Development,Medical,3,Research Scientist,3214.82,1,2.0,1.0,1,2.0,3,5,No,No,1,0,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619047,0.14578934391320916,0.02702702702702703,0.05,0.0,0.7142857142857143
469,35.0,Male,Sales,Technical Degree,2,Sales Executive,5370.35,15,24.0,29.0,3,2.0,4,2,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.40476190476190477,0.38737027323874207,0.40540540540540543,0.6,1.0,0.2857142857142857
470,30.0,Male,Sales,Marketing,2,Sales Executive,4779.65,2,4.0,1.0,4,4.0,3,1,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2857142857142857,0.3211675968887992,0.05405405405405406,0.1,0.0,0.14285714285714285
471,45.0,Male,Sales,Human Resources,4,Manager,5429.52,6,7.0,4.0,3,3.0,3,1,No,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6428571428571429,0.3940017483693094,0.16216216216216217,0.175,0.10714285714285714,0.14285714285714285
472,42.0,Male,Human Resources,Life Sciences,1,Manager,4325.26,3,12.0,5.0,3,3.0,3,0,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5714285714285714,0.2702418577544662,0.08108108108108109,0.3,0.14285714285714285,0.0
473,30.0,Male,Research & Development,Medical,2,Manager,6656.28,6,6.0,17.0,1,1.0,3,0,Yes,No,0,1,0,0,1,0,0,0,1,0,0,0,0,0.2857142857142857,0.5314908210611257,0.16216216216216217,0.15,0.5714285714285714,0.0
474,42.0,Male,Sales,Human Resources,2,Sales Executive,5627.86,9,9.0,4.0,1,3.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5714285714285714,0.4162306950888754,0.24324324324324326,0.225,0.10714285714285714,0.7142857142857143
475,32.0,Male,Sales,Marketing,2,Sales Executive,4003.36,3,4.0,5.0,2,3.0,3,0,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.3333333333333333,0.23416492950485285,0.08108108108108109,0.1,0.14285714285714285,0.0
476,42.0,Male,Research & Development,Life Sciences,2,Manufacturing Director,4618.25,0,9.0,4.0,2,1.0,3,5,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5714285714285714,0.3030786990339139,0.0,0.225,0.10714285714285714,0.7142857142857143
477,26.0,Male,Research & Development,Medical,3,Research Scientist,3749.2,8,14.0,27.0,3,2.0,3,0,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619047,0.20567995875641626,0.21621621621621623,0.35,0.9285714285714286,0.0
478,38.0,Male,Sales,Marketing,3,Sales Executive,3455.44,1,3.0,1.0,1,1.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,1,0,0.47619047619047616,0.1727568197610562,0.02702702702702703,0.075,0.0,0.7142857142857143
479,27.0,Male,Research & Development,Marketing,2,Laboratory Technician,3938.53,1,5.0,5.0,1,4.0,3,4,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.21428571428571427,0.2268991101248515,0.02702702702702703,0.125,0.14285714285714285,0.5714285714285714
480,43.0,Male,Research & Development,Human Resources,3,Manufacturing Director,5768.22,4,6.0,7.0,1,2.0,3,1,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5952380952380952,0.4319615358751933,0.10810810810810811,0.15,0.21428571428571427,0.14285714285714285
481,43.0,Female,Human Resources,Technical Degree,3,Human Resources,1914.0,1,6.0,3.0,2,4.0,3,4,No,Yes,1,0,1,1,0,0,1,0,0,0,0,0,0,0.5952380952380952,0.0,0.02702702702702703,0.15,0.07142857142857142,0.5714285714285714
482,36.0,Female,Sales,Other,1,Manager,4773.44,1,7.0,7.0,2,3.0,4,1,No,No,1,0,0,0,0,1,0,0,1,0,0,0,0,0.42857142857142855,0.32047161141371344,0.02702702702702703,0.175,0.21428571428571427,0.14285714285714285
483,40.0,Male,Human Resources,Life Sciences,2,Manager,6428.26,8,7.0,1.0,3,3.0,3,4,No,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5238095238095238,0.5059354896554816,0.21621621621621623,0.175,0.0,0.5714285714285714
484,41.0,Female,Research & Development,Human Resources,3,Laboratory Technician,4867.15,4,5.0,1.0,4,1.0,4,2,Yes,No,1,1,0,0,1,0,0,1,0,0,0,0,0,0.5476190476190477,0.33097415551520853,0.10810810810810811,0.125,0.0,0.2857142857142857
485,38.0,Female,Human Resources,Medical,4,Human Resources,4779.65,7,13.0,8.0,4,1.0,4,1,No,Yes,1,0,1,1,0,0,1,0,0,0,0,0,0,0.47619047619047616,0.3211675968887992,0.1891891891891892,0.325,0.25,0.14285714285714285
486,35.0,Female,Sales,Medical,2,Sales Executive,2991.84,4,10.0,1.0,2,4.0,3,1,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.40476190476190477,0.12079887028444625,0.10810810810810811,0.25,0.0,0.14285714285714285
487,49.0,Male,Research & Development,Technical Degree,3,Research Scientist,5033.79,13,15.0,1.0,2,4.0,3,5,No,No,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7380952380952381,0.34965032613812114,0.35135135135135137,0.375,0.0,0.7142857142857143
488,34.0,Male,Sales,Other,3,Sales Representative,4021.12,2,3.0,3.0,1,2.0,3,5,No,No,0,0,0,0,0,1,0,0,0,0,0,0,1,0.38095238095238093,0.2361553807186246,0.05405405405405406,0.075,0.07142857142857142,0.7142857142857143
489,23.0,Male,Human Resources,Marketing,2,Human Resources,3605.76,1,2.0,29.0,2,3.0,3,2,Yes,No,0,1,0,1,0,0,1,0,0,0,0,0,0,0.11904761904761904,0.1896039271064488,0.02702702702702703,0.05,1.0,0.2857142857142857
490,32.0,Female,Research & Development,Marketing,3,Manufacturing Director,6411.04,0,10.0,8.0,1,2.0,3,0,Yes,No,1,1,0,0,1,0,0,0,0,1,0,0,0,0.3333333333333333,0.5040055589178042,0.0,0.25,0.25,0.0
491,35.0,Male,Research & Development,Marketing,1,Laboratory Technician,3937.52,6,14.0,2.0,2,2.0,4,3,No,No,0,0,0,0,1,0,0,1,0,0,0,0,0,0.40476190476190477,0.2267859144195638,0.16216216216216217,0.35,0.03571428571428571,0.42857142857142855
492,24.0,Female,Sales,Life Sciences,2,Sales Representative,4824.28,6,7.0,9.0,4,1.0,3,0,No,No,1,0,0,0,0,1,0,0,0,0,0,0,1,0.14285714285714285,0.3261695021630466,0.16216216216216217,0.175,0.2857142857142857,0.0
493,34.0,Male,Research & Development,Human Resources,3,Manufacturing Director,4779.65,4,6.0,6.0,1,3.0,3,3,No,No,0,0,0,0,1,0,0,0,0,1,0,0,0,0.38095238095238093,0.3211675968887992,0.10810810810810811,0.15,0.17857142857142858,0.42857142857142855
494,36.0,Male,Research & Development,Medical,2,Manager,5547.29,0,2.0,4.0,3,2.0,3,3,No,Yes,0,0,1,0,1,0,0,0,1,0,0,0,0,0.42857142857142855,0.4072008159056777,0.0,0.05,0.10714285714285714,0.42857142857142855
495,60.0,Male,Research & Development,Marketing,2,Laboratory Technician,2833.54,0,6.0,1.0,4,3.0,3,2,Yes,No,0,1,0,0,1,0,0,1,0,0,0,0,0,1.0,0.1030574047923251,0.0,0.15,0.0,0.2857142857142857
496,31.0,Male,Research & Development,Technical Degree,5,Manager,7173.24,5,7.0,26.0,2,4.0,3,4,No,No,0,0,0,0,1,0,0,0,1,0,0,0,0,0.30952380952380953,0.5894290901755094,0.13513513513513514,0.175,0.8928571428571429,0.5714285714285714
497,31.0,Female,Sales,Human Resources,3,Sales Executive,6680.61,11,11.0,10.0,4,1.0,4,0,No,No,1,0,0,0,0,1,0,0,0,0,0,1,0,0.30952380952380953,0.5342176047340461,0.2972972972972973,0.275,0.32142857142857145,0.0
498,46.0,Female,Human Resources,Life Sciences,1,Manager,5456.93,3,3.0,8.0,2,1.0,3,4,No,No,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6666666666666666,0.39707372290587944,0.08108108108108109,0.075,0.25,0.5714285714285714
499,31.0,Male,Sales,Life Sciences,2,Sales Representative,2785.16,0,0.0,1.0,1,4.0,3,1,Yes,Yes,0,1,1,0,0,1,0,0,0,0,0,0,1,0.30952380952380953,0.09763521843408869,0.0,0.0,0.0,0.14285714285714285
500,26.0,Male,Research & Development,Other,3,Manufacturing Director,6736.04,9,15.0,1.0,1,3.0,3,1,Yes,No,0,1,0,0,1,0,0,0,0,1,0,0,0,0.19047619047619047,0.5404299195301817,0.24324324324324326,0.375,0.0,0.14285714285714285
